
//Index   ItemIndex   DefenseConstA   IncDamageConstA   IncDamageConstB   DecDamageConstA   DecDamageConstB   OptionIndex1   OptionValue1   OptionIndex2   OptionValue2   OptionIndex3   OptionValue3   NewOptionIndex1   NewOptionValue1   NewOptionIndex2   NewOptionValue2   NewOptionIndex3   NewOptionValue3   NewOptionIndex4   NewOptionValue4   ModelType   ModelName
251      6594          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
252      6595          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
253      6596          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
254      6597          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
255      6598          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
256      6599          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
257      6600          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
258      6601          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
259      6602          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
260      6603          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
261      6604          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
262      6605          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
263      6606          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
264      6607          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
265      6608          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
266      6609          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
267      6610          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
268      6611          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
269      6612          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
270      6613          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
271      6614          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
272      6615          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
273      6616          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
274      6617          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
275      6618          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
276      6619          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
277      6620          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
278      6621          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
279      6622          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
280      6623          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
281      6624          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
282      6625          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
283      6626          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
284      6627          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
285      6628          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
286      6629          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
287      6630          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
288      6631          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
289      6632          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
290      6633          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
291      6634          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
292      6635          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
293      6636          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
294      6637          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
295      6638          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
296      6639          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
297      6640          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
298      6641          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
299      6642          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
300      6643          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
301      6644          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
302      6645          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
303      6646          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
304      6647          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
305      6648          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
306      6649          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
307      6650          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
308      6651          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
309      6652          4               139               2                 61                2                 80             4              85             1              83             4              110               5                 111               5                 109               5                 108               5                 0          ""
end


//	Add de Life: 80, 81, 82, 84, 86
